1,Agoncillo,42.44667,-2.2898
2,Aguilar del Río Alhama,41.96212,-1.9934
3,Ajamil,42.16705,-2.48752
4,Albelda de Iregua,42.35837,-2.47278
5,Alberite,42.40704,-2.43894
6,Alcanadre,42.40492,-2.12073
7,Aldeanueva de Ebro,42.22911,-1.88735
8,Alesanco,42.41409,-2.81666
9,Alesón,42.40554,-2.68938
10,Alfaro,42.18032,-1.75016
11,Almarza de Cameros,42.2165,-2.59873
12,Anguciana,42.57421,-2.90124
13,Anguiano,42.26381,-2.76463
14,Arenzana de Abajo,42.38599,-2.7194
15,Arenzana de Arriba,42.38745,-2.69494
16,Arnedillo,42.21221,-2.23602
17,Arnedo,42.228,-2.10083
18,Arrúbal,42.43485,-2.25143
19,Ausejo,42.3421,-2.1671
20,Autol,42.21661,-2.00525
21,Azofra,42.424,-2.80086
22,Ábalos,42.57154,-2.70956
23,Bañares,42.46838,-2.9101
24,Baños de Río Tobía,42.33533,-2.76099
25,Baños de Rioja,42.5123,-2.94635
26,Badarán,42.36794,-2.81079
27,Berceo,42.33906,-2.85239
28,Bergasa,42.25285,-2.13221
29,Bergasillas Bajera,42.24462,-2.1583
30,Bobadilla,42.31873,-2.75992
31,Briñas,42.60106,-2.83192
32,Brieva de Cameros,42.16462,-2.7945
33,Briones,42.54397,-2.78572
34,Cañas,42.3924,-2.84649
35,Cabezón de Cameros,42.19716,-2.51989
36,Calahorra,42.30506,-1.96521
37,Canales de la Sierra,42.14233,-3.02458
38,Canillas de Río Tuerto,42.3995,-2.84091
39,Casalarreina,42.54911,-2.90994
40,Castañares de Rioja,42.51248,-2.93148
41,Cárdenas,42.37464,-2.76726
42,Cellorigo,42.62703,-3.00016
43,Cenicero,42.4813,-2.64412
44,Cervera del Río Alhama,42.00517,-1.95531
45,Cidamón,42.49518,-2.87834
46,Cihuri,42.56499,-2.92287
47,Cirueña,42.41214,-2.89593
48,Clavijo,42.34897,-2.42666
49,Cordovín,42.38557,-2.815
50,Corera,42.34344,-2.22023
51,Cornago,42.06444,-2.09486
52,Corporales,42.43208,-2.99535
53,Enciso,42.14946,-2.26953
54,Entrena,42.38782,-2.53066
55,Estollo,42.32953,-2.85092
56,Ezcaray,42.32536,-3.01309
57,Foncea,42.61529,-3.03897
58,Fonzaleche,42.58114,-3.01218
59,Fuenmayor,42.46729,-2.56153
60,Galbárruli,42.62181,-2.96087
61,Galilea,42.34703,-2.23605
62,Gallinero de Cameros,42.17229,-2.61793
63,Gimileo,42.54992,-2.82237
64,Grañón,42.44992,-3.02767
65,Grávalos,42.10836,-1.99874
66,Haro,42.57634,-2.8476
67,Herce,42.21423,-2.16488
68,Herramélluri,42.50295,-3.01954
69,Hervías,42.44781,-2.88714
70,Hormilla,42.43828,-2.77447
71,Hormilleja,42.45628,-2.73155
72,Hornillos de Cameros,42.21001,-2.4196
73,Hornos de Moncalvillo,42.39198,-2.5855
74,Huércanos,42.428,-2.69589
75,Igea,42.06777,-2.01094
76,Jalón de Cameros,42.21804,-2.49004
77,Laguna de Cameros,42.17455,-2.54282
78,Lagunilla del Jubera,42.33414,-2.32117
79,Lardero,42.42686,-2.46153
80,Ledesma de la Cogolla,42.32032,-2.719
81,Leiva,42.50281,-3.04701
82,Leza de Río Leza,42.32952,-2.40606
83,Logroño,42.46667,-2.45
84,Lumbreras,42.10477,-2.62189
85,Manjarrés,42.39152,-2.67512
86,Manzanares de Rioja,42.3961,-2.8959
87,Matute,42.29888,-2.79564
88,Medrano,42.38361,-2.55394
89,Munilla,42.189,-2.29506
90,Murillo de Río Leza,42.40099,-2.32464
91,Muro de Aguas,42.13364,-2.11175
92,Muro en Cameros,42.22509,-2.53038
93,Nalda,42.33467,-2.4871
94,Navajún,41.96667,-2.1
95,Nájera,42.41822,-2.72865
96,Nieva de Cameros,42.21835,-2.667
97,Ocón,42.29898,-2.24019
98,Ochánduri,42.52525,-3.00415
99,Ojacastro,42.3472,-3.0049
100,Ollauri,42.54256,-2.83448
101,Pazuengos,42.31776,-2.92539
102,Pedroso,42.29959,-2.71889
103,Pinillos,42.19951,-2.59709
104,Pradejón,42.33446,-2.06851
105,Pradillo,42.1766,-2.64185
106,Préjano,42.18648,-2.17998
107,Provincia de La Rioja,42.46311,-2.42455
108,Quel,42.22979,-2.05196
109,Rabanera,42.18955,-2.48654
110,Rincón de Soto,42.23475,-1.85214
111,Robres del Castillo,42.27593,-2.29245
112,Rodezno,42.52576,-2.84597
113,Sajazarra,42.58884,-2.96124
114,San Asensio,42.49677,-2.75057
115,San Millán de la Cogolla,42.32974,-2.86185
116,San Millán de Yécora,42.54705,-3.09681
117,San Román de Cameros,42.23255,-2.47436
118,San Torcuato,42.48219,-2.88923
119,San Vicente de la Sonsierra,42.56321,-2.76071
120,Santa Coloma,42.36717,-2.65598
121,Santa Eulalia Bajera,42.2096,-2.19174
122,Santo Domingo de la Calzada,42.44015,-2.95365
123,Santurdejo,42.37696,-2.95437
124,Sojuela,42.36988,-2.54525
125,Sorzano,42.34307,-2.52872
