1,Aduna,43.20375,-2.05033
2,Agurain / Salvatierra,42.85162,-2.39123
3,Aia,43.23721,-2.14833
4,Aizarnazabal,43.25591,-2.23607
5,Albiztur,43.12933,-2.13649
6,Algorta,43.34927,-3.0094
7,Alkiza,43.17263,-2.10923
8,Alonsotegi,43.24483,-2.98759
9,Amezketa,43.04813,-2.08541
10,Amorebieta,43.21667,-2.73333
11,Amoroto,43.32634,-2.51349
12,Amurrio,43.05,-3
13,Andoain,43.21658,-2.0253
14,Anoeta,43.16241,-2.07107
15,Antzuola,43.09725,-2.37998
16,Araba / Álava,42.83333,-2.75
17,Araia,42.89345,-2.31314
18,Arama,43.06335,-2.1654
19,Aretxabaleta,43.03414,-2.50456
20,Armiñón,42.72313,-2.87172
21,Arrasate / Mondragón,43.06441,-2.48977
22,Arrigorriaga,43.21006,-2.88562
23,Asteasu,43.19436,-2.09818
24,Astigarraga,43.28174,-1.94634
25,Ataun,43.00612,-2.17663
26,Aulesti,43.3,-2.56667
27,Avellaneda,43.22942,-3.16172
28,Axpe de Busturia,43.38355,-2.69772
29,Azkoitia,43.17744,-2.31129
30,Azpeitia,43.18246,-2.26693
31,Bakio,43.42917,-2.80881
32,Baliarrain,43.06928,-2.12781
33,Barakaldo,43.29639,-2.98813
34,Basauri,43.2397,-2.8858
35,Bastida / Labastida,42.58974,-2.79568
36,Beasain,43.05017,-2.20087
37,Beizama,43.13385,-2.20001
38,Berango,43.365,-2.99601
39,Berantevilla,42.68254,-2.85832
40,Bergara,43.1151,-2.4175
41,Bermeo,43.42088,-2.72152
42,Berriatua,43.31667,-2.46667
43,Berriz,43.16667,-2.56667
44,Berrobi,43.14518,-2.02623
45,Bilbao,43.26271,-2.92528
46,Bizkaia,43.25,-2.91667
47,Deba,43.29571,-2.35213
48,Derio,43.30544,-2.88116
49,Donostia / San Sebastián,43.31283,-1.97499
50,Durango,43.17124,-2.6338
51,Ea,43.37985,-2.58556
52,Eibar,43.18493,-2.47158
53,Elciego,42.51569,-2.61897
54,Elexalde,43.15,-2.93333
55,Elgoibar,43.21601,-2.41334
56,Elorrio,43.12924,-2.54056
57,Erandio,43.30438,-2.97352
58,Ermua,43.18725,-2.50261
59,Errenteria,43.31195,-1.90234
60,Errigoiti,43.31667,-2.71667
